CardID	CardName	Story
2024010148	万年公主	“你，去把曹操父子除掉。”
2024020148	万年公主	“你，去把曹操父子除掉。”
2024010149	何太后	“王荣你开门！有本事抢男人怎么没本事开门呐！”
2024020149	何太后	“王荣你开门！有本事抢男人怎么没本事开门呐！”
2024010150	董承	我反了，被秒了，有什么好说的！
2024020150	董承	我反了，被秒了，有什么好说的！
2024010151	张让	父爱如八百里秦川，横亘在刘宏的心里、梦里、歌声里。
2024020151	张让	父爱如八百里秦川，横亘在刘宏的心里、梦里、歌声里。
2024010152	王允	看看我都为大汉做了什么！
2024020152	王允	看看我都为大汉做了什么！
2024010153	赵忠	“世上只有妈妈好”——刘宏
2024020153	赵忠	“世上只有妈妈好”——刘宏
2024010154	朱儁	杀尽黄巾百万兵，腰间宝剑血犹猩。
2024020154	朱儁	杀尽黄巾百万兵，腰间宝剑血犹猩。
2024010155	曹节	她是大汉在余晖中，收到的最好的嫁妆。
2024020155	曹节	她是大汉在余晖中，收到的最好的嫁妆。
2024010156	何进	杀猪是一份很有前途的职业！
2024020156	何进	杀猪是一份很有前途的职业！
2024010157	王荣	“命运扼住了我的咽喉，但它决不能使我完全屈服。”
2024020157	王荣	“命运扼住了我的咽喉，但它决不能使我完全屈服。”
2024010158	伏完	已读。不回。
2024020158	伏完	已读。不回。
2024010159	吉平	“所以吉太医，代价是什么？”
2024020159	吉平	“所以吉太医，代价是什么？”
2024010160	刘繇	我手里握着旧船票，却找不到那艘破船。
2024020160	刘繇	我手里握着旧船票，却找不到那艘破船。
2024010161	伏皇后	我是一只被囚禁的鸟，怎么飞也飞不高。
2024020161	伏皇后	我是一只被囚禁的鸟，怎么飞也飞不高。
2024010162	杨彪	继承火之意志的真男人。
2024020162	杨彪	继承火之意志的真男人。
2024010163	穆顺	“今天的风儿，甚是喧嚣呀。”
2024020163	穆顺	“今天的风儿，甚是喧嚣呀。”
2024010164	王子服	“王子服，我就问你服不服？”
2024020164	王子服	“王子服，我就问你服不服？”
2024010165	卢植	名著海内，学为儒宗，士之楷模，国之桢干。
2024020165	卢植	名著海内，学为儒宗，士之楷模，国之桢干。
2024010166	吕布	站在你面前的是，丁原的义子，貂蝉的男神，大草原上的虓虎，董卓毁灭者，赤兔驾驶员，包头降生——吕布。
2024020166	吕布	站在你面前的是，丁原的义子，貂蝉的男神，大草原上的虓虎，董卓毁灭者，赤兔驾驶员，包头降生——吕布。
2024010167	华佗	“我行医多年，发现世上只有一种病。”
2024020167	华佗	“我行医多年，发现世上只有一种病。”
2024010168	南华老仙	[所有人] 收徒。
2024020168	南华老仙	[所有人] 收徒。
2024010169	左慈	江湖人称小许劭是也。
2024020169	左慈	江湖人称小许劭是也。
2024010170	许劭	我乘轻舟访人间，人如江鲫逐功名。
2024020170	许劭	我乘轻舟访人间，人如江鲫逐功名。
2024010171	贾诩	“世界不软也不暖，它是一块冒着寒气的冰。”
2024020171	贾诩	“世界不软也不暖，它是一块冒着寒气的冰。”
2024010172	庞德公	且放白鹿青崖间，偶尔骑着去赶集。
2024020172	庞德公	且放白鹿青崖间，偶尔骑着去赶集。
2024010173	韩馥	“哦，本初，我曾为你奉献了一切……”
2024020173	韩馥	“哦，本初，我曾为你奉献了一切……”
2024010174	于吉	防范于心，反诈于行。
2024020174	于吉	防范于心，反诈于行。
2024010175	祢衡	“我将离你们而去，去接受现实的审判。”
2024020175	祢衡	“我将离你们而去，去接受现实的审判。”
2024010176	公孙瓒	骑白马的，不一定是王子，也不一定是唐僧。
2024020176	公孙瓒	骑白马的，不一定是王子，也不一定是唐僧。
2024010177	吴普	有一次，我在淯水里游泳遇到了鳄鱼，幸好我是体育生。
2024020177	吴普	有一次，我在淯水里游泳遇到了鳄鱼，幸好我是体育生。
2024010178	陈珪	让珪爷爷看看荷包里藏了什么~
2024020178	陈珪	让珪爷爷看看荷包里藏了什么~
2024010179	陈登	你说，我怎么就管不住这张嘴。
2024020179	陈登	你说，我怎么就管不住这张嘴。
2024010180	潘凤	说，我会守住无双上将的一切。
2024020180	潘凤	说，我会守住无双上将的一切。
2024010181	胡车儿	打工是不可能打工的，这辈子都不会打工的。
2024020181	胡车儿	打工是不可能打工的，这辈子都不会打工的。
2024010182	杨弘	孙策头号迷弟。
2024020182	杨弘	孙策头号迷弟。
2024010183	邢道荣	那年我双手插兜，不知道什么叫做对手。
2024020183	邢道荣	那年我双手插兜，不知道什么叫做对手。
2024010184	麴义	让我们来猎杀那些沉溺于白马的人吧。
2024020184	麴义	让我们来猎杀那些沉溺于白马的人吧。
2024010185	许贡	复仇是一种奢侈品，而我是其中的爱马仕。
2024020185	许贡	复仇是一种奢侈品，而我是其中的爱马仕。
2024010186	蔡邕	“是的，我有一个女儿。”
2024020186	蔡邕	“是的，我有一个女儿。”
2024010187	司马徽	“卧龙虽得其主，不得其时。惜哉，惜哉！”
2024020187	司马徽	“卧龙虽得其主，不得其时。惜哉，惜哉！”
2024010188	邹氏	色字头上三把刀。
2024020188	邹氏	色字头上三把刀。
2024010189	王粲	我们一起学驴叫，一起嗯额嗯额嗯。
2024020189	王粲	我们一起学驴叫，一起嗯额嗯额嗯。
2024010190	严白虎	人家这只大脑斧可是敲凶的！
2024020190	严白虎	人家这只大脑斧可是敲凶的！
2024010191	刺客	躬耕于黑暗，服侍于光明。
2024020191	刺客	躬耕于黑暗，服侍于光明。
2024010192	法正	得罪了法正还想跑？没那么容易！
2024020192	法正	得罪了法正还想跑？没那么容易！
2024010193	关羽	关羽就是关羽，四海列国，千秋万载，就只一个关羽。
2024020193	关羽	关羽就是关羽，四海列国，千秋万载，就只一个关羽。
2024010194	诸葛亮	葛公在时，亦不觉异。自公殁后，不见其比。
2024020194	诸葛亮	葛公在时，亦不觉异。自公殁后，不见其比。
2024010195	王平	“你们打的太乱了，把我也搞得很乱。”
2024020195	王平	“你们打的太乱了，把我也搞得很乱。”
2024010196	张飞	"""俺也一样！"""
2024020196	张飞	"""俺也一样！"""
2024010197	赵襄	不想当元帅的士兵不是好厨子。
2024020197	赵襄	不想当元帅的士兵不是好厨子。
2024010198	黄忠	你说得对，但是这就是黄忠，中间忘了，后面也忘了。
2024020198	黄忠	你说得对，但是这就是黄忠，中间忘了，后面也忘了。
2024010199	庞统	一凤并一龙，相将到蜀中。才到半路里，凤死落坡东。
2024020199	庞统	一凤并一龙，相将到蜀中。才到半路里，凤死落坡东。
2024010200	赵云	“我乃常山赵子龙也！”
2024020200	赵云	“我乃常山赵子龙也！”
2024010201	关平	义宁侯关圣太子竭忠王。
2024020201	关平	义宁侯关圣太子竭忠王。
2024010202	刘封	我像是一个可有可无的影子。
2024020202	刘封	我像是一个可有可无的影子。
2024010203	傅肜	“吴狗，何有汉将军降者！”
2024020203	傅肜	“吴狗，何有汉将军降者！”
2024010204	张星彩	“说，谁是张K彩？”
2024020204	张星彩	“说，谁是张K彩？”
2024010205	糜夫人	拼将一死存刘嗣，勇决还亏女丈夫。
2024020205	糜夫人	拼将一死存刘嗣，勇决还亏女丈夫。
2024010206	徐庶	喉咙上火，不想说话，只想静静。
2024020206	徐庶	喉咙上火，不想说话，只想静静。
2024010207	糜竺	天使投资人，蜀汉集团原始股份持有者。
2024020207	糜竺	天使投资人，蜀汉集团原始股份持有者。
2024010208	魏延	我的杯子，已经空了一半。
2024020208	魏延	我的杯子，已经空了一半。
2024010209	吴兰	枪在手，跟我走，出祁山，杀魏狗！
2024020209	吴兰	枪在手，跟我走，出祁山，杀魏狗！
2024010210	伊籍	玄德快跑，外面全是蔡瑁！
2024020210	伊籍	玄德快跑，外面全是蔡瑁！
2024010211	雷铜	如有雷铜，纯属巧合。
2024020211	雷铜	如有雷铜，纯属巧合。
2024010212	傅佥	后面就是成都，已无路可退，只能死在更北。
2024020212	傅佥	后面就是成都，已无路可退，只能死在更北。
2024010213	吕蒙	将帅的目标只有一个，就是赢。
2024020213	吕蒙	将帅的目标只有一个，就是赢。
2024010214	大乔	东风不与周郎便，铜雀春深锁二乔。
2024020214	大乔	东风不与周郎便，铜雀春深锁二乔。
2024010215	祖茂	将军请走此小道！
2024020215	祖茂	将军请走此小道！
2024010216	太史慈	大丈夫，当带三尺剑，立不世之功。
2024020216	太史慈	大丈夫，当带三尺剑，立不世之功。
2024010217	孙坚	以功封侯，勇挚刚毅，有忠壮之烈。
2024020217	孙坚	以功封侯，勇挚刚毅，有忠壮之烈。
2024010218	黄盖	都说痛苦是最好的磨刀石，而我这把老刀才刚到巅峰。
2024020218	黄盖	都说痛苦是最好的磨刀石，而我这把老刀才刚到巅峰。
2024010219	张昭	“内事不决问张昭，外事不决问周瑜。”
2024020219	张昭	“内事不决问张昭，外事不决问周瑜。”
2024010220	徐盛	请尽量不要犯大吴疆土。
2024020220	徐盛	请尽量不要犯大吴疆土。
2024010221	韩当	“统军解烦，江表之虎臣。”
2024020221	韩当	“统军解烦，江表之虎臣。”
2024010222	周瑜	“丈夫处世兮，立功名。立功名兮，慰平生。”
2024020222	周瑜	“丈夫处世兮，立功名。立功名兮，慰平生。”
2024010223	孙策	"——接头暗号？
——54320！"
2024020223	孙策	"——接头暗号？
——54320！"
2024010224	甘宁	“我要去遥远的天边，去赴一场浪漫的约会。”
2024020224	甘宁	“我要去遥远的天边，去赴一场浪漫的约会。”
2024010225	顾雍	指甲刺进掌心时，才会明白痛有多重。
2024020225	顾雍	指甲刺进掌心时，才会明白痛有多重。
2024010226	周善	荆（duan）吴（tou）刑（jiang）天（jun）。
2024020226	周善	荆（duan）吴（tou）刑（jiang）天（jun）。
2024010227	丁奉	一寸短，一寸险，一寸光阴一寸金。
2024020227	丁奉	一寸短，一寸险，一寸光阴一寸金。
2024010228	步练师	论铲屎官的自我修养。
2024020228	步练师	论铲屎官的自我修养。
2024010229	陆逊	说最逊的话，放最狠的火。
2024020229	陆逊	说最逊的话，放最狠的火。
2024010230	骆统	他是治理江东的一味良药。
2024020230	骆统	他是治理江东的一味良药。
2024010231	贾华	国太，说好的摔杯为号，我是照令而行……
2024020231	贾华	国太，说好的摔杯为号，我是照令而行……
2024010232	东吴水兵	千寻铁锁沉江底。
2024020232	东吴水兵	千寻铁锁沉江底。
2024010233	刀斧手	一支穿云箭，千军万马来相见。
2024020233	刀斧手	一支穿云箭，千军万马来相见。
2024010234	锦帆军	一心要当海贼王的男人。
2024020234	锦帆军	一心要当海贼王的男人。
2024010235	解烦卫	有人打卡上班，有人股市操盘，有人赚钱还贷，有人花钱解烦。
2024020235	解烦卫	有人打卡上班，有人股市操盘，有人赚钱还贷，有人花钱解烦。
2024210025	洞烛先机	我预判了你的预判！
2024210026	兵贵神速	“今千里袭人，辎重多，难以趋利，且彼闻之，必为备；不如留辎重，轻兵兼道以出，掩其不意。”
2024210027	酒	再理智的徐盛，也不能同时拥有酒和古锭刀。
2024210028	桃	吃个桃桃，嗯，好凉凉。
2024210029	金蝉脱壳	玄奘的新衣。
2024210030	联军盛宴	“八百里分麾下炙。”
2024210031	万箭齐发	袁神，启动！
2024210032	南蛮入侵	《三国杀规则怪谈：反不放南蛮》
2024210033	无中生有	我有一个朋友……
2024210034	顺手牵羊	小手不是很干净。
2024210035	随机应变	"“勉从虎穴暂趋身，说破英雄惊杀人。
  巧借闻雷来掩饰，随机应变信如神。”"
2024210036	洞烛先机	我预判了你的预判！
2024210037	兵贵神速	“今千里袭人，辎重多，难以趋利，且彼闻之，必为备；不如留辎重，轻兵兼道以出，掩其不意。”
2024210038	酒	再理智的徐盛，也不能同时拥有酒和古锭刀。
2024210039	桃	吃个桃桃，嗯，好凉凉。
2024210040	联军盛宴	“八百里分麾下炙。”
2024210041	桃园结义	这一拜，忠肝义胆。
2024210042	天降神兵	我方无畏战士已部署。
2024210043	五谷丰登	来来来，见面分一半！
2024210044	铁索连环	铁索连舟而行，东吴水师可破。
2024210045	斗转星移	闲云潭影日悠悠，物换星移几度秋。
2024210046	白衣渡江	白衣：指士商平民所穿的便服，而非白色的衣服。
2024210047	闪电	“打雷啦，下雨收衣服啦！”
2024210048	苦肉计	不残血不会玩是吧？
2024210049	无中生有	我有一个朋友……
2024210050	随机应变	"“勉从虎穴暂趋身，说破英雄惊杀人。
  巧借闻雷来掩饰，随机应变信如神。”"
2024210051	洞烛先机	我预判了你的预判！
2024210052	兵贵神速	“今千里袭人，辎重多，难以趋利，且彼闻之，必为备；不如留辎重，轻兵兼道以出，掩其不意。”
2024210053	酒	再理智的徐盛，也不能同时拥有酒和古锭刀。
2024210054	桃	吃个桃桃，嗯，好凉凉。
2024210055	联军盛宴	“八百里分麾下炙。”
2024210056	万箭齐发	袁神，启动！
2024210057	南蛮入侵	《三国杀规则怪谈：反不放南蛮》
2024210058	桃园结义	这一拜，忠肝义胆。
2024210059	天降神兵	我方无畏战士已部署。
2024210060	五谷丰登	来来来，见面分一半！
2024210061	铁索连环	铁索连舟而行，东吴水师可破。
2024210062	火攻	此火可助我军大获全胜。
2024210063	决斗	“我乃燕人张翼德也，谁敢与我决一死战！”
2024210064	以逸待劳	“诸葛孔明食少事烦，其能久乎？”
2024210065	望梅止渴	"——前方有梅林，可以解……
——限定红拐！"
2024210066	乐不思蜀	“你留在此地不要走动。”
2024210067	抛砖引玉	我先简单讲两句。
2024210068	偷梁换柱	抛开事实不谈，难道你就没有错吗？
2024210069	无中生有	我有一个朋友……
2024210070	随机应变	"“勉从虎穴暂趋身，说破英雄惊杀人。
  巧借闻雷来掩饰，随机应变信如神。”"
2024210071	洞烛先机	我预判了你的预判！
2024210072	兵贵神速	“今千里袭人，辎重多，难以趋利，且彼闻之，必为备；不如留辎重，轻兵兼道以出，掩其不意。”
2024210073	酒	再理智的徐盛，也不能同时拥有酒和古锭刀。
2024210074	桃	吃个桃桃，嗯，好凉凉。
2024210075	联军盛宴	“八百里分麾下炙。”
2024210076	万箭齐发	袁神，启动！
2024210077	南蛮入侵	《三国杀规则怪谈：反不放南蛮》
2024210078	桃园结义	这一拜，忠肝义胆。
2024210079	天降神兵	我方无畏战士已部署。
2024210080	五谷丰登	来来来，见面分一半！
2024210081	铁索连环	铁索连舟而行，东吴水师可破。
2024210082	火攻	此火可助我军大获全胜。
2024210083	白衣渡江	白衣：指士商平民所穿的便服，而非白色的衣服。
2024210084	闪电	“打雷啦，下雨收衣服啦！”
2024210085	苦肉计	不残血不会玩是吧？
2024210086	决斗	“我乃燕人张翼德也，谁敢与我决一死战！”
2024210087	以逸待劳	“诸葛孔明食少事烦，其能久乎？”
2024210088	兵粮寸断	巧妇难为无米之炊。
2024210089	草船借箭	轻舟载浊酒，此去，我欲借箭十万。
2024210090	瞒天过海	“吾今衰老病笃，死在旦夕矣。二子不肖，望军教之。君若见大将军，千万看觑二子！”
2024210091	水淹七军	“浪里分不清欢笑悲忧。”
2024210092	无中生有	我有一个朋友……
2024210093	随机应变	"“勉从虎穴暂趋身，说破英雄惊杀人。
  巧借闻雷来掩饰，随机应变信如神。”"
2024210094	万箭齐发	袁神，启动！
2024210095	南蛮入侵	《三国杀规则怪谈：反不放南蛮》
2024210096	桃园结义	这一拜，忠肝义胆。
2024210097	天降神兵	我方无畏战士已部署。
2024210098	五谷丰登	来来来，见面分一半！
2024210099	火攻	此火可助我军大获全胜。
2024210100	决斗	“我乃燕人张翼德也，谁敢与我决一死战！”
2024210101	以逸待劳	“诸葛孔明食少事烦，其能久乎？”
2024210102	望梅止渴	"——前方有梅林，可以解……
——限定红拐！"
2024210103	乐不思蜀	“你留在此地不要走动。”
2024210104	李代桃僵	死道友不死贫道。
2024210105	无懈可击	威大，无需多言。
2024210106	鸩毒	“逆臣见迫兮命不延，逝将去汝兮适幽玄。”
2024210107	浑水摸鱼	“风浪越大，鱼越贵！”
2024210001	珠联璧合	你我兄弟齐上，焉有一合之敌！
2024210021	珠联璧合	你我兄弟齐上，焉有一合之敌！
2024210022	珠联璧合	你我兄弟齐上，焉有一合之敌！
2024210023	珠联璧合	你我兄弟齐上，焉有一合之敌！
2024210024	珠联璧合	你我兄弟齐上，焉有一合之敌！
201101	贾华	国太，说好的摔杯为号，我是照令而行……
201201	贾华	国太，说好的摔杯为号，我是照令而行……
201102	陆逊	说最逊的话，放最狠的火。
201202	陆逊	说最逊的话，放最狠的火。
201103	步练师	论铲屎官的自我修养。
201203	步练师	论铲屎官的自我修养。
201104	甘宁	我要去遥远的天边，去赴一场浪漫的约会。
201204	甘宁	我要去遥远的天边，去赴一场浪漫的约会。
201105	孙翎鸾	爱而不得的痛苦，是衡量感情的尺。
201205	孙翎鸾	爱而不得的痛苦，是衡量感情的尺。
201106	丁奉	一寸短，一寸险。
201206	丁奉	一寸短，一寸险。
201107	顾雍	指甲刺进掌心时，才明白痛有多重。
201207	顾雍	指甲刺进掌心时，才明白痛有多重。
201108	黄盖	诡计多端的老将军。
201208	黄盖	诡计多端的老将军。
201109	张昭	家有一老，如有一宝。
201209	张昭	家有一老，如有一宝。
201110	韩当	统军解烦，江表之虎臣。
201210	韩当	统军解烦，江表之虎臣。
201111	凌统	你是否会想起当年被他支配的恐惧？
201211	凌统	你是否会想起当年被他支配的恐惧？
201112	孙策	"——接头暗号？
——54320！"
201212	孙策	"——接头暗号？
——54320！"
201113	周瑜	大丈夫处世兮，立功名，立功名兮，慰平生。
201213	周瑜	大丈夫处世兮，立功名，立功名兮，慰平生。
201114	吕蒙	将帅的目标只有一个，就是赢。
201214	吕蒙	将帅的目标只有一个，就是赢。
201115	孙坚	勇挚刚毅，有忠壮之烈。
201215	孙坚	勇挚刚毅，有忠壮之烈。
201116	太史慈	大丈夫，当带三尺剑，立不世之功。
201216	太史慈	大丈夫，当带三尺剑，立不世之功。
201117	大乔	东风不与周郎便，铜雀春深锁二乔。
201217	大乔	东风不与周郎便，铜雀春深锁二乔。
201118	孙皓	是以群下人人惴恐，皆日日以冀，朝不谋夕。
201218	孙皓	是以群下人人惴恐，皆日日以冀，朝不谋夕。
201119	祖茂	将军走此小道！
201219	祖茂	将军走此小道！
201120	刀斧手	一支穿云箭，千军万马来相见。
201220	刀斧手	一支穿云箭，千军万马来相见。
201121	解烦卫	知心大哥。
201221	解烦卫	知心大哥。
201122	锦帆军	要当海贼王的男人。
201222	锦帆军	要当海贼王的男人。
202101	曹休	头发可以再长出来，但良心不会。
202201	曹休	头发可以再长出来，但良心不会。
202102	夏侯惇	夏侯惇、夏侯惇，夏侯蹲完丞相蹲。
202202	夏侯惇	夏侯惇、夏侯惇，夏侯蹲完丞相蹲。
202103	王异	家人们，谁懂呀，今天遇到个下头男！
202203	王异	家人们，谁懂呀，今天遇到个下头男！
202104	于禁	求问如何游泳！急，在线等！
202204	于禁	求问如何游泳！急，在线等！
202105	诸葛诞	为诸葛公死，不恨。
202205	诸葛诞	为诸葛公死，不恨。
202106	段巧笑	为什么不笑？是因为不喜欢吗？
202206	段巧笑	为什么不笑？是因为不喜欢吗？
202107	司马朗	我二弟，天下无敌！
202207	司马朗	我二弟，天下无敌！
202108	荀彧	此身已许国，难再许公。
202208	荀彧	此身已许国，难再许公。
202109	张郃	哥们可是敢追诸葛亮的！
202209	张郃	哥们可是敢追诸葛亮的！
202110	曹丕	不许说脏话！
202210	曹丕	不许说脏话！
202111	邓艾	出身寒微，不是耻辱。能屈能伸，方为丈夫。
202211	邓艾	出身寒微，不是耻辱。能屈能伸，方为丈夫。
202112	甄姬	饺子好吃，嫂子也好看。
202212	甄姬	饺子好吃，嫂子也好看。
202113	郭嘉	天生郭奉孝，豪杰冠群英。
202213	郭嘉	天生郭奉孝，豪杰冠群英。
202114	曹仁	联盟最佳防守球员。
202214	曹仁	联盟最佳防守球员。
202115	典韦	古之恶来，就算没了武器，也要守住忠义和曹老板。
202215	典韦	古之恶来，就算没了武器，也要守住忠义和曹老板。
202116	戏志才	宇宙兄弟的含金量还在上升。
202216	戏志才	宇宙兄弟的含金量还在上升。
202117	曹金玉	我州但有断头将军。。。不对，重来！
202217	曹金玉	我州但有断头将军。。。不对，重来！
202118	司马懿	我跟诸葛亮五五开吧，我也经常单杀他的。
202218	司马懿	我跟诸葛亮五五开吧，我也经常单杀他的。
202119	钟会	这天下，未必不能姓钟！
202219	钟会	这天下，未必不能姓钟！
202120	近卫	我是抵御寒冷的烈焰，破晓时分的光线，唤醒丞相的号角，守护大魏的坚盾。
202220	近卫	我是抵御寒冷的烈焰，破晓时分的光线，唤醒丞相的号角，守护大魏的坚盾。
202121	许褚	求问如何游泳！急，在线等！
202221	许褚	求问如何游泳！急，在线等！
202122	李典	我二弟，天下无敌！
202222	李典	我二弟，天下无敌！
202123	薛灵芸	只要红牌在手，就不会有人遭受苦难。
202223	薛灵芸	只要红牌在手，就不会有人遭受苦难。
202124	王双	没有追过诸葛亮，算不上是无双将。
202224	王双	没有追过诸葛亮，算不上是无双将。
203101	刘虞	不分好歹的善，是恶的帮凶。
203201	刘虞	不分好歹的善，是恶的帮凶。
203102	王粲	我们一起学驴叫，一起嗯额嗯额嗯。
203202	王粲	我们一起学驴叫，一起嗯额嗯额嗯。
203103	许贡	复仇是一种奢侈品，而我是其中的爱马仕。
203203	许贡	复仇是一种奢侈品，而我是其中的爱马仕。
203104	邹氏	色字头上三把刀。
203204	邹氏	色字头上三把刀。
203105	蔡邕	是的，我有一个女儿。
203205	蔡邕	是的，我有一个女儿。
203106	陈登	你说我怎么就管不住这张嘴。
203206	陈登	你说我怎么就管不住这张嘴。
203107	士燮	居江湖之远，亦不忧其君。
203207	士燮	居江湖之远，亦不忧其君。
203108	邢道荣	那年我双手插兜，不知道什么叫做对手。
203208	邢道荣	那年我双手插兜，不知道什么叫做对手。
203109	胡车儿	打工是不可能打工的，这辈子都不会打工的。
203209	胡车儿	打工是不可能打工的，这辈子都不会打工的。
203110	潘凤	说，我会守住无双上将的一切。
203210	潘凤	说，我会守住无双上将的一切。
203111	司马徽	卧龙虽得其主，不得其时。惜哉！
203211	司马徽	卧龙虽得其主，不得其时。惜哉！
203112	吴普	有一次，我在淯水里游泳遇到了鳄鱼，幸好我是体育生。
203212	吴普	有一次，我在淯水里游泳遇到了鳄鱼，幸好我是体育生。
203113	蔡文姬	懂音乐的女人，总是让人惊心动魄。
203213	蔡文姬	懂音乐的女人，总是让人惊心动魄。
203114	陈珪	让珪爷爷看看荷包里藏了什么~
203214	陈珪	让珪爷爷看看荷包里藏了什么~
203115	韩馥	哦，本初，我曾为你奉献了一切……
203215	韩馥	哦，本初，我曾为你奉献了一切……
203116	华佗	我行医多年，发现世上只有一种病。
203216	华佗	我行医多年，发现世上只有一种病。
203117	刘表	想要我的荆州吗？想要的话可以全部给你！
203217	刘表	想要我的荆州吗？想要的话可以全部给你！
203118	庞德公	且放白鹿青崖间。
203218	庞德公	且放白鹿青崖间。
203119	于吉	防范于心，反诈于行。
203219	于吉	防范于心，反诈于行。
203120	贾诩	世界不软也不暖，它是一块冒着寒气的冰。
